Circuit delay: 2844.59 picoseconds

Gate slacks:
INPUT-P2_D_REG_25__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_26__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_27__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_28__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_29__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_30__SCAN_IN: 2226.47 picoseconds
INPUT-P2_D_REG_31__SCAN_IN: 2226.47 picoseconds
INPUT-P2_REG0_REG_0__SCAN_IN: 1797.76 picoseconds
INPUT-P2_REG0_REG_1__SCAN_IN: 1771.56 picoseconds
INPUT-P2_REG0_REG_2__SCAN_IN: 1676.73 picoseconds
INPUT-P2_REG0_REG_3__SCAN_IN: 1622.31 picoseconds
INPUT-P2_REG0_REG_4__SCAN_IN: 1685.19 picoseconds
INPUT-P2_REG0_REG_5__SCAN_IN: 1612.37 picoseconds
INPUT-P2_REG0_REG_6__SCAN_IN: 1693.87 picoseconds
INPUT-P2_REG0_REG_7__SCAN_IN: 1721.57 picoseconds
INPUT-P2_REG0_REG_8__SCAN_IN: 1715.65 picoseconds
INPUT-P2_REG0_REG_9__SCAN_IN: 1734.59 picoseconds
INPUT-P2_REG0_REG_10__SCAN_IN: 1643.23 picoseconds
INPUT-P2_REG0_REG_11__SCAN_IN: 1789.18 picoseconds
INPUT-P2_REG0_REG_12__SCAN_IN: 1818.38 picoseconds
INPUT-P2_REG0_REG_13__SCAN_IN: 1868.11 picoseconds
INPUT-P2_REG0_REG_14__SCAN_IN: 1893.47 picoseconds
INPUT-P2_REG0_REG_15__SCAN_IN: 1782.2 picoseconds
INPUT-P2_REG0_REG_16__SCAN_IN: 1851.7 picoseconds
INPUT-P2_REG0_REG_17__SCAN_IN: 1975.35 picoseconds
INPUT-P2_REG0_REG_18__SCAN_IN: 2031.97 picoseconds
INPUT-P2_REG0_REG_19__SCAN_IN: 1975.15 picoseconds
INPUT-P2_REG0_REG_20__SCAN_IN: 2075.73 picoseconds
INPUT-P2_REG0_REG_21__SCAN_IN: 2044.1 picoseconds
INPUT-P2_REG0_REG_22__SCAN_IN: 2007.15 picoseconds
INPUT-P2_REG0_REG_23__SCAN_IN: 2074.35 picoseconds
INPUT-P2_REG0_REG_24__SCAN_IN: 2224.98 picoseconds
INPUT-P2_REG0_REG_25__SCAN_IN: 2168.12 picoseconds
INPUT-P2_REG0_REG_26__SCAN_IN: 2177.21 picoseconds
INPUT-P2_REG0_REG_27__SCAN_IN: 2140.42 picoseconds
INPUT-P2_REG0_REG_28__SCAN_IN: 2168.31 picoseconds
INPUT-P2_REG0_REG_29__SCAN_IN: 2309.22 picoseconds
INPUT-P2_REG0_REG_30__SCAN_IN: 1950.17 picoseconds
INPUT-P2_REG0_REG_31__SCAN_IN: 1932.29 picoseconds
INPUT-P2_REG1_REG_0__SCAN_IN: 1797.76 picoseconds
INPUT-P2_REG1_REG_1__SCAN_IN: 1771.56 picoseconds
INPUT-P2_REG1_REG_2__SCAN_IN: 1676.73 picoseconds
INPUT-P2_REG1_REG_3__SCAN_IN: 1622.31 picoseconds
INPUT-P2_REG1_REG_4__SCAN_IN: 1685.19 picoseconds
INPUT-P2_REG1_REG_5__SCAN_IN: 1612.37 picoseconds
INPUT-P2_REG1_REG_6__SCAN_IN: 1693.87 picoseconds
INPUT-P2_REG1_REG_7__SCAN_IN: 1721.57 picoseconds
INPUT-P2_REG1_REG_8__SCAN_IN: 1715.65 picoseconds
INPUT-P2_REG1_REG_9__SCAN_IN: 1734.59 picoseconds
INPUT-P2_REG1_REG_10__SCAN_IN: 1643.23 picoseconds
INPUT-P2_REG1_REG_11__SCAN_IN: 1789.18 picoseconds
INPUT-P2_REG1_REG_12__SCAN_IN: 1818.38 picoseconds
INPUT-P2_REG1_REG_13__SCAN_IN: 1868.11 picoseconds
INPUT-P2_REG1_REG_14__SCAN_IN: 1893.47 picoseconds
INPUT-P2_REG1_REG_15__SCAN_IN: 1782.2 picoseconds
INPUT-P2_REG1_REG_16__SCAN_IN: 1851.7 picoseconds
INPUT-P2_REG1_REG_17__SCAN_IN: 1975.35 picoseconds
INPUT-P2_REG1_REG_18__SCAN_IN: 2031.97 picoseconds
INPUT-P2_REG1_REG_19__SCAN_IN: 1975.15 picoseconds
INPUT-P2_REG1_REG_20__SCAN_IN: 2075.73 picoseconds
INPUT-P2_REG1_REG_21__SCAN_IN: 2044.1 picoseconds
INPUT-P2_REG1_REG_22__SCAN_IN: 2007.15 picoseconds
INPUT-P2_REG1_REG_23__SCAN_IN: 2074.35 picoseconds
INPUT-P2_REG1_REG_24__SCAN_IN: 2224.98 picoseconds
INPUT-P2_REG1_REG_25__SCAN_IN: 2168.12 picoseconds
INPUT-P2_REG1_REG_26__SCAN_IN: 2177.21 picoseconds
INPUT-P2_REG1_REG_27__SCAN_IN: 2140.42 picoseconds
INPUT-P2_REG1_REG_28__SCAN_IN: 2168.31 picoseconds
INPUT-P2_REG1_REG_29__SCAN_IN: 2309.22 picoseconds
INPUT-P2_REG1_REG_30__SCAN_IN: 1950.17 picoseconds
INPUT-P2_REG1_REG_31__SCAN_IN: 1932.29 picoseconds
INPUT-P2_REG2_REG_0__SCAN_IN: 1797.76 picoseconds
INPUT-P2_REG2_REG_1__SCAN_IN: 1771.56 picoseconds
INPUT-P2_REG2_REG_2__SCAN_IN: 1676.73 picoseconds
INPUT-P2_REG2_REG_3__SCAN_IN: 1622.31 picoseconds
INPUT-P2_REG2_REG_4__SCAN_IN: 1685.19 picoseconds
INPUT-P2_REG2_REG_5__SCAN_IN: 1612.37 picoseconds
INPUT-P2_REG2_REG_6__SCAN_IN: 1693.87 picoseconds
INPUT-P2_REG2_REG_7__SCAN_IN: 1721.57 picoseconds
INPUT-P2_REG2_REG_8__SCAN_IN: 1715.65 picoseconds
INPUT-P2_REG2_REG_9__SCAN_IN: 1734.59 picoseconds
INPUT-P2_REG2_REG_10__SCAN_IN: 1643.23 picoseconds
INPUT-P2_REG2_REG_11__SCAN_IN: 1789.18 picoseconds
INPUT-P2_REG2_REG_12__SCAN_IN: 1818.38 picoseconds
INPUT-P2_REG2_REG_13__SCAN_IN: 1868.11 picoseconds
INPUT-P2_REG2_REG_14__SCAN_IN: 1893.47 picoseconds
INPUT-P2_REG2_REG_15__SCAN_IN: 1782.2 picoseconds
INPUT-P2_REG2_REG_16__SCAN_IN: 1851.7 picoseconds
INPUT-P2_REG2_REG_17__SCAN_IN: 1975.35 picoseconds
INPUT-P2_REG2_REG_18__SCAN_IN: 2031.97 picoseconds
INPUT-P2_REG2_REG_19__SCAN_IN: 1975.15 picoseconds
INPUT-P2_REG2_REG_20__SCAN_IN: 2075.73 picoseconds
INPUT-P2_REG2_REG_21__SCAN_IN: 2044.1 picoseconds
INPUT-P2_REG2_REG_22__SCAN_IN: 2007.15 picoseconds
INPUT-P2_REG2_REG_23__SCAN_IN: 2074.35 picoseconds
INPUT-P2_REG2_REG_24__SCAN_IN: 2224.98 picoseconds
INPUT-P2_REG2_REG_25__SCAN_IN: 2168.12 picoseconds
INPUT-P2_REG2_REG_26__SCAN_IN: 2177.21 picoseconds
INPUT-P2_REG2_REG_27__SCAN_IN: 2140.42 picoseconds
INPUT-P2_REG2_REG_28__SCAN_IN: 2168.31 picoseconds
INPUT-P2_REG2_REG_29__SCAN_IN: 2309.21 picoseconds
INPUT-P2_REG2_REG_30__SCAN_IN: 1950.17 picoseconds
INPUT-P2_REG2_REG_31__SCAN_IN: 1932.29 picoseconds
INPUT-P2_ADDR_REG_19__SCAN_IN: 291.089 picoseconds
INPUT-P2_ADDR_REG_18__SCAN_IN: 2972.5 picoseconds
INPUT-P2_ADDR_REG_17__SCAN_IN: 2972.42 picoseconds
INPUT-P2_ADDR_REG_16__SCAN_IN: 2937.04 picoseconds
INPUT-P2_ADDR_REG_15__SCAN_IN: 2897.34 picoseconds
INPUT-P2_ADDR_REG_14__SCAN_IN: 2857.65 picoseconds
INPUT-P2_ADDR_REG_13__SCAN_IN: 2817.96 picoseconds
INPUT-P2_ADDR_REG_12__SCAN_IN: 2778.27 picoseconds
INPUT-P2_ADDR_REG_11__SCAN_IN: 2738.57 picoseconds
INPUT-P2_ADDR_REG_10__SCAN_IN: 2698.88 picoseconds
INPUT-P2_ADDR_REG_9__SCAN_IN: 2659.19 picoseconds
INPUT-P2_ADDR_REG_8__SCAN_IN: 2619.5 picoseconds
INPUT-P2_ADDR_REG_7__SCAN_IN: 2579.8 picoseconds
INPUT-P2_ADDR_REG_6__SCAN_IN: 2540.11 picoseconds
INPUT-P2_ADDR_REG_5__SCAN_IN: 2500.42 picoseconds
INPUT-P2_ADDR_REG_4__SCAN_IN: 2460.72 picoseconds
INPUT-P2_ADDR_REG_3__SCAN_IN: 2421.03 picoseconds
INPUT-P2_ADDR_REG_2__SCAN_IN: 2381.33 picoseconds
INPUT-P2_ADDR_REG_1__SCAN_IN: 2363.8 picoseconds
INPUT-P2_ADDR_REG_0__SCAN_IN: 2309.07 picoseconds
INPUT-P2_DATAO_REG_0__SCAN_IN: 1391.25 picoseconds
INPUT-P2_DATAO_REG_1__SCAN_IN: 1408.96 picoseconds
INPUT-P2_DATAO_REG_2__SCAN_IN: 1430.4 picoseconds
INPUT-P2_DATAO_REG_3__SCAN_IN: 1436.81 picoseconds
INPUT-P2_DATAO_REG_4__SCAN_IN: 1447.5 picoseconds
INPUT-P2_DATAO_REG_5__SCAN_IN: 1454.85 picoseconds
INPUT-P2_DATAO_REG_6__SCAN_IN: 1487.93 picoseconds
NAND-U25: 522.903 picoseconds
NAND-U26: 540.012 picoseconds
NAND-U27: 530.137 picoseconds
NAND-U28: 500.869 picoseconds
NAND-U29: 521.365 picoseconds
NAND-U30: 558.412 picoseconds
NAND-U31: 616.693 picoseconds
NAND-U32: 478.336 picoseconds
NAND-U33: 532.311 picoseconds
NAND-U34: 592.663 picoseconds
NAND-U35: 436.142 picoseconds
NAND-U36: 371.513 picoseconds
NAND-U37: 422.5 picoseconds
NAND-U38: 455.591 picoseconds
NAND-U39: 483.147 picoseconds
NAND-U40: 554.485 picoseconds
NAND-U41: 488.814 picoseconds
NAND-U42: 545.712 picoseconds
NAND-U43: 533.912 picoseconds
NAND-U44: 548.163 picoseconds
NAND-U45: 704.625 picoseconds
NAND-U46: 529.69 picoseconds
NAND-U47: 664.119 picoseconds
NAND-U48: 636.953 picoseconds
NAND-U49: 537.24 picoseconds
NAND-U50: 597.427 picoseconds
NAND-U51: 613.647 picoseconds
NAND-U52: 583.43 picoseconds
NAND-U53: 568.316 picoseconds
NAND-U54: 497.4 picoseconds
NAND-U55: 504.659 picoseconds
NAND-U56: 741.431 picoseconds
NAND-U57: 468.883 picoseconds
NAND-U58: 465.057 picoseconds
NAND-U59: 452.142 picoseconds
NAND-U60: 407.656 picoseconds
NAND-U61: 427.333 picoseconds
NAND-U62: 469.139 picoseconds
NAND-U63: 465.265 picoseconds
NAND-U64: 454.563 picoseconds
NAND-U65: 527.077 picoseconds
NAND-U66: 453.234 picoseconds
NAND-U67: 406.635 picoseconds
NAND-U68: 284.459 picoseconds
NAND-U69: 335.506 picoseconds
NAND-U70: 390.736 picoseconds
NAND-U71: 451.78 picoseconds
NAND-U72: 490.114 picoseconds
NAND-U73: 440.905 picoseconds
NAND-U74: 482.604 picoseconds
NAND-U75: 520.399 picoseconds
NAND-U76: 519.127 picoseconds
NAND-U77: 557.526 picoseconds
NAND-U78: 496.206 picoseconds
NAND-U79: 623.875 picoseconds
NAND-U80: 562.438 picoseconds
NAND-U81: 469.926 picoseconds
NAND-U82: 529.699 picoseconds
NAND-U83: 546.056 picoseconds
NAND-U84: 546.861 picoseconds
NAND-U85: 519.833 picoseconds
NAND-U86: 446.855 picoseconds
NAND-U87: 455.643 picoseconds
NAND-U88: 547.63 picoseconds
NAND-U89: 402.693 picoseconds
NAND-U90: 369.618 picoseconds
NAND-U91: 364.866 picoseconds
NAND-U92: 380.049 picoseconds
NAND-U93: 346.972 picoseconds
NAND-U94: 339.624 picoseconds
NAND-U95: 1230.61 picoseconds
NAND-U96: 1264.79 picoseconds
NAND-U97: 328.93 picoseconds
NAND-U98: 1214.44 picoseconds
NAND-U99: 1052.57 picoseconds
NAND-U100: 1041.99 picoseconds
NAND-U101: 1002.3 picoseconds
NAND-U102: 962.606 picoseconds
NAND-U103: 922.913 picoseconds
NAND-U104: 883.22 picoseconds
NAND-U105: 843.528 picoseconds
NAND-U106: 803.835 picoseconds
NAND-U107: 764.142 picoseconds
NAND-U108: 322.518 picoseconds
NAND-U109: 724.449 picoseconds
NAND-U110: 684.757 picoseconds
NAND-U111: 645.064 picoseconds
NAND-U112: 605.371 picoseconds
NAND-U113: 565.671 picoseconds
NAND-U114: 491.908 picoseconds
NAND-U115: 458.83 picoseconds
NAND-U116: 425.755 picoseconds
NAND-U117: 418.156 picoseconds
NAND-U118: 435.771 picoseconds
NAND-U119: 301.721 picoseconds
NAND-U120: 284.459 picoseconds
NOT-U121: 3066.27 picoseconds
NOT-U122: 3066.27 picoseconds
AND-U123: 3066.27 picoseconds
OUTPUT-U123: 3066.27 picoseconds
NOT-U124: 284.459 picoseconds
NOT-U125: 284.459 picoseconds
AND-U126: 3060.36 picoseconds
OUTPUT-U126: 3060.36 picoseconds
NAND-U127: 284.459 picoseconds
NAND-U128: 284.459 picoseconds
NAND-U129: 284.459 picoseconds
NOT-U130: 284.459 picoseconds
NAND-U131: 3066.27 picoseconds
NAND-U132: 3066.27 picoseconds
NAND-U133: 3060.36 picoseconds
NAND-U134: 3060.36 picoseconds
NAND-U135: 1486.24 picoseconds
NAND-U136: 522.903 picoseconds
NAND-U137: 1503.35 picoseconds
NAND-U138: 540.012 picoseconds
NAND-U139: 1459.45 picoseconds
NAND-U140: 530.137 picoseconds
NAND-U141: 1408.02 picoseconds
NAND-U142: 500.869 picoseconds
NAND-U143: 1428.52 picoseconds
NAND-U144: 521.365 picoseconds
NAND-U145: 1431.67 picoseconds
NAND-U146: 558.412 picoseconds
NAND-U147: 1443.31 picoseconds
NAND-U148: 616.693 picoseconds
NAND-U149: 2108.43 picoseconds
NAND-U150: 478.336 picoseconds
NAND-U151: 2158.67 picoseconds
NAND-U152: 532.311 picoseconds
NAND-U153: 1417.77 picoseconds
NAND-U154: 592.663 picoseconds
NAND-U155: 2017.2 picoseconds
NAND-U156: 436.142 picoseconds
NAND-U157: 1912.88 picoseconds
NAND-U158: 371.513 picoseconds
NAND-U159: 1924.17 picoseconds
NAND-U160: 422.5 picoseconds
NAND-U161: 1917.57 picoseconds
NAND-U162: 455.591 picoseconds
NAND-U163: 1905.43 picoseconds
NAND-U164: 483.147 picoseconds
NAND-U165: 1937.08 picoseconds
NAND-U166: 554.485 picoseconds
NAND-U167: 1831.72 picoseconds
NAND-U168: 488.814 picoseconds
NAND-U169: 1848.92 picoseconds
NAND-U170: 545.712 picoseconds
NAND-U171: 1797.43 picoseconds
NAND-U172: 533.912 picoseconds
NAND-U173: 1771.99 picoseconds
NAND-U174: 548.163 picoseconds
NAND-U175: 1509.63 picoseconds
NAND-U176: 704.625 picoseconds
NAND-U177: 1713.82 picoseconds
NAND-U178: 529.69 picoseconds
NAND-U179: 1808.56 picoseconds
NAND-U180: 664.119 picoseconds
NAND-U181: 1741.7 picoseconds
NAND-U182: 636.953 picoseconds
NAND-U183: 1602.29 picoseconds
NAND-U184: 537.24 picoseconds
NAND-U185: 1622.79 picoseconds
NAND-U186: 597.427 picoseconds
NAND-U187: 1633.12 picoseconds
NAND-U188: 613.647 picoseconds
NAND-U189: 1602.9 picoseconds
NAND-U190: 583.43 picoseconds
NAND-U191: 1587.79 picoseconds
NAND-U192: 568.316 picoseconds
NAND-U193: 1482.85 picoseconds
NAND-U194: 497.4 picoseconds
NAND-U195: 1468 picoseconds
NAND-U196: 504.659 picoseconds
NAND-U197: 1478.85 picoseconds
NAND-U198: 741.431 picoseconds
NAND-U199: 468.883 picoseconds
NAND-U200: 805.664 picoseconds
NAND-U201: 465.057 picoseconds
NAND-U202: 801.837 picoseconds
NAND-U203: 452.142 picoseconds
NAND-U204: 754.903 picoseconds
NAND-U205: 407.656 picoseconds
NAND-U206: 688.251 picoseconds
NAND-U207: 427.333 picoseconds
NAND-U208: 707.928 picoseconds
NAND-U209: 469.139 picoseconds
NAND-U210: 715.837 picoseconds
NAND-U211: 465.265 picoseconds
NAND-U212: 665.326 picoseconds
NAND-U213: 454.563 picoseconds
NAND-U214: 1458.1 picoseconds
NAND-U215: 527.077 picoseconds
NAND-U216: 1526.88 picoseconds
NAND-U217: 453.234 picoseconds
NAND-U218: 651.782 picoseconds
NAND-U219: 406.635 picoseconds
NAND-U220: 1361.14 picoseconds
NAND-U221: 284.459 picoseconds
NAND-U222: 1199.27 picoseconds
NAND-U223: 335.506 picoseconds
NAND-U224: 1210.62 picoseconds
NAND-U225: 390.736 picoseconds
NAND-U226: 1226.16 picoseconds
NAND-U227: 451.78 picoseconds
NAND-U228: 1247.51 picoseconds
NAND-U229: 490.114 picoseconds
NAND-U230: 1246.15 picoseconds
NAND-U231: 440.905 picoseconds
NAND-U232: 1157.25 picoseconds
NAND-U233: 482.604 picoseconds
NAND-U234: 1159.26 picoseconds
NAND-U235: 520.399 picoseconds
NAND-U236: 1157.36 picoseconds
NAND-U237: 519.127 picoseconds
NAND-U238: 1116.39 picoseconds
NAND-U239: 557.526 picoseconds
NAND-U240: 735.972 picoseconds
NAND-U241: 496.206 picoseconds
NAND-U242: 1053.78 picoseconds
NAND-U243: 623.875 picoseconds
NAND-U244: 1141.76 picoseconds
NAND-U245: 562.438 picoseconds
NAND-U246: 1040.63 picoseconds
NAND-U247: 469.926 picoseconds
NAND-U248: 908.422 picoseconds
NAND-U249: 529.699 picoseconds
NAND-U250: 928.504 picoseconds
NAND-U251: 546.056 picoseconds
NAND-U252: 938.974 picoseconds
NAND-U253: 546.861 picoseconds
NAND-U254: 939.778 picoseconds
NAND-U255: 519.833 picoseconds
NAND-U256: 912.75 picoseconds
NAND-U257: 446.855 picoseconds
NAND-U258: 805.753 picoseconds
NAND-U259: 455.643 picoseconds
NAND-U260: 792.423 picoseconds
NAND-U261: 547.63 picoseconds
NAND-U262: 658.491 picoseconds
NAND-U263: 1027.6 picoseconds
NAND-U264: 402.693 picoseconds
NAND-U265: 994.523 picoseconds
NAND-U266: 369.618 picoseconds
NAND-U267: 989.771 picoseconds
NAND-U268: 364.866 picoseconds
NAND-U269: 1004.95 picoseconds
NAND-U270: 380.049 picoseconds
NAND-U271: 971.877 picoseconds
NAND-U272: 346.972 picoseconds
NAND-U273: 964.529 picoseconds
NAND-U274: 339.624 picoseconds
NAND-U275: 1856.49 picoseconds
NAND-U276: 1230.61 picoseconds
NAND-U277: 1889.24 picoseconds
NAND-U278: 1264.79 picoseconds
NAND-U279: 953.836 picoseconds
NAND-U280: 328.93 picoseconds
NAND-U281: 1839.34 picoseconds
NAND-U282: 1214.44 picoseconds
NAND-U283: 1677.47 picoseconds
NAND-U284: 1052.57 picoseconds
NAND-U285: 1666.9 picoseconds
NAND-U286: 1041.99 picoseconds
NAND-U287: 1627.2 picoseconds
NAND-U288: 1002.3 picoseconds
NAND-U289: 1587.51 picoseconds
NAND-U290: 962.606 picoseconds
NAND-U291: 1547.82 picoseconds
NAND-U292: 922.913 picoseconds
NAND-U293: 1508.13 picoseconds
NAND-U294: 883.22 picoseconds
NAND-U295: 1468.43 picoseconds
NAND-U296: 843.528 picoseconds
NAND-U297: 1428.74 picoseconds
NAND-U298: 803.835 picoseconds
NAND-U299: 1389.05 picoseconds
NAND-U300: 764.142 picoseconds
NAND-U301: 947.424 picoseconds
NAND-U302: 322.518 picoseconds
NAND-U303: 1349.36 picoseconds
NAND-U304: 724.449 picoseconds
NAND-U305: 1309.66 picoseconds
NAND-U306: 684.757 picoseconds
NAND-U307: 1269.97 picoseconds
NAND-U308: 645.064 picoseconds
NAND-U309: 1230.28 picoseconds
NAND-U310: 605.371 picoseconds
NAND-U311: 1190.58 picoseconds
NAND-U312: 565.671 picoseconds
NAND-U313: 1116.81 picoseconds
NAND-U314: 491.908 picoseconds
NAND-U315: 1083.74 picoseconds
NAND-U316: 458.83 picoseconds
NAND-U317: 1050.66 picoseconds
NAND-U318: 425.755 picoseconds
NAND-U319: 1043.06 picoseconds
NAND-U320: 418.156 picoseconds
NAND-U321: 1060.68 picoseconds
NAND-U322: 435.771 picoseconds
NAND-U323: 925.989 picoseconds
NAND-U324: 301.721 picoseconds
NAND-U325: 908.273 picoseconds
NAND-U326: 284.459 picoseconds
AND-P1_U3014: 2427.41 picoseconds
AND-P1_U3015: 2588.59 picoseconds
AND-P1_U3016: 1734.33 picoseconds
AND-P1_U3017: 1105.49 picoseconds
AND-P1_U3018: 1095.53 picoseconds
AND-P1_U3019: 1082.61 picoseconds
AND-P1_U3020: 1082.61 picoseconds
AND-P1_U3021: 1423.61 picoseconds
AND-P1_U3022: 1756.69 picoseconds
AND-P1_U3023: 2185.46 picoseconds
AND-P1_U3024: 2138.48 picoseconds
AND-P1_U3025: 2342.49 picoseconds
AND-P1_U3026: 2184.19 picoseconds
AND-P1_U3027: 1977.96 picoseconds
AND-P1_U3028: 2701.65 picoseconds
AND-P1_U3029: 1714.56 picoseconds
AND-P1_U3030: 1690.29 picoseconds
AND-P1_U3031: 1723.34 picoseconds
AND-P1_U3032: 1708.19 picoseconds
AND-P1_U3033: 2388.54 picoseconds
AND-P1_U3034: 1916.5 picoseconds
AND-P1_U3035: 1712.96 picoseconds
AND-P1_U3036: 1920.95 picoseconds
AND-P1_U3037: 2025.08 picoseconds
AND-P1_U3038: 2138.48 picoseconds
AND-P1_U3039: 2025.08 picoseconds
AND-P1_U3040: 2138.48 picoseconds
AND-P1_U3041: 2025.08 picoseconds
AND-P1_U3042: 2152.92 picoseconds
AND-P1_U3043: 2166.53 picoseconds
AND-P1_U3044: 2051.27 picoseconds
AND-P1_U3045: 2014.29 picoseconds
AND-P1_U3046: 1756.69 picoseconds
AND-P1_U3047: 2008.86 picoseconds
AND-P1_U3048: 1446.7 picoseconds
AND-P1_U3049: 1416.34 picoseconds
AND-P1_U3050: 1495.55 picoseconds
AND-P1_U3051: 424.75 picoseconds
AND-P1_U3052: 284.459 picoseconds
NAND-P1_U3053: 1210.15 picoseconds
NAND-P1_U3054: 1213.95 picoseconds
NAND-P1_U3055: 1402.31 picoseconds
NAND-P1_U3056: 1404.99 picoseconds
NAND-P1_U3057: 1330.83 picoseconds
NAND-P1_U3058: 1334.01 picoseconds
NAND-P1_U3059: 1413.63 picoseconds
NAND-P1_U3060: 1203.33 picoseconds
NAND-P1_U3061: 1278.32 picoseconds
NAND-P1_U3062: 1182.97 picoseconds
NAND-P1_U3063: 1319.32 picoseconds
NAND-P1_U3064: 1082.61 picoseconds
NAND-P1_U3065: 1388.38 picoseconds
NAND-P1_U3066: 1380.68 picoseconds
NAND-P1_U3067: 1132.53 picoseconds
NAND-P1_U3068: 1143.77 picoseconds
NAND-P1_U3069: 1438.87 picoseconds
NAND-P1_U3070: 1260.24 picoseconds
NAND-P1_U3071: 1192.43 picoseconds
NAND-P1_U3072: 1383.96 picoseconds
NAND-P1_U3073: 1355.17 picoseconds
NAND-P1_U3074: 1320.14 picoseconds
NAND-P1_U3075: 1369.7 picoseconds
NAND-P1_U3076: 1450 picoseconds
NAND-P1_U3077: 1225.28 picoseconds
NAND-P1_U3078: 1258.23 picoseconds
NAND-P1_U3079: 1411.47 picoseconds
NAND-P1_U3080: 1408.26 picoseconds
NAND-P1_U3081: 1385.85 picoseconds
NAND-P1_U3082: 1509.24 picoseconds
NAND-P1_U3083: 1279.29 picoseconds
NAND-P1_U3084: 1254.48 picoseconds
NAND-P1_U3085: 2138.48 picoseconds
OUTPUT-P1_U3085: 2138.48 picoseconds
NOT-P1_U3086: 2604.93 picoseconds
OUTPUT-P1_U3086: 2604.93 picoseconds
NAND-P1_U3087: 482.718 picoseconds
NAND-P1_U3088: 538.605 picoseconds
NAND-P1_U3089: 414.666 picoseconds
NAND-P1_U3090: 384.056 picoseconds
NAND-P1_U3091: 430.847 picoseconds
NAND-P1_U3092: 464.704 picoseconds
NAND-P1_U3093: 468.976 picoseconds
NAND-P1_U3094: 490.114 picoseconds
NAND-P1_U3095: 484.336 picoseconds
NAND-P1_U3096: 588.63 picoseconds
NAND-P1_U3097: 628.051 picoseconds
NAND-P1_U3098: 677.858 picoseconds
NAND-P1_U3099: 611.256 picoseconds
NAND-P1_U3100: 649.963 picoseconds
NAND-P1_U3101: 662.091 picoseconds
NAND-P1_U3102: 688.317 picoseconds
NAND-P1_U3103: 764.443 picoseconds
NAND-P1_U3104: 794.775 picoseconds
NAND-P1_U3105: 677.605 picoseconds
NAND-P1_U3106: 623.203 picoseconds
NAND-P1_U3107: 657.641 picoseconds
NAND-P1_U3108: 693.605 picoseconds
NAND-P1_U3109: 691.987 picoseconds
NAND-P1_U3110: 722.688 picoseconds
NAND-P1_U3111: 759.24 picoseconds
NAND-P1_U3112: 726.663 picoseconds
NAND-P1_U3113: 725.134 picoseconds
NAND-P1_U3114: 760.612 picoseconds
NAND-P1_U3115: 775.02 picoseconds
NAND-P1_U3116: 807.639 picoseconds
NAND-P1_U3117: 879.912 picoseconds
NAND-P1_U3118: 988.543 picoseconds
NAND-P1_U3119: 482.718 picoseconds
NAND-P1_U3120: 527.077 picoseconds
NAND-P1_U3121: 406.635 picoseconds
NAND-P1_U3122: 372.595 picoseconds
NAND-P1_U3123: 419.366 picoseconds
NAND-P1_U3124: 474.071 picoseconds
NAND-P1_U3125: 457.282 picoseconds
NAND-P1_U3126: 501.578 picoseconds
NAND-P1_U3127: 493.545 picoseconds
NAND-P1_U3128: 577.111 picoseconds
NAND-P1_U3129: 639.746 picoseconds
NAND-P1_U3130: 666.322 picoseconds
NAND-P1_U3131: 599.562 picoseconds
NAND-P1_U3132: 661.794 picoseconds
NAND-P1_U3133: 671.297 picoseconds
NAND-P1_U3134: 682.522 picoseconds
NAND-P1_U3135: 776.137 picoseconds
NAND-P1_U3136: 783.239 picoseconds
NAND-P1_U3137: 664.352 picoseconds
NAND-P1_U3138: 634.536 picoseconds
NAND-P1_U3139: 666.572 picoseconds
NAND-P1_U3140: 702.548 picoseconds
NAND-P1_U3141: 695.413 picoseconds
NAND-P1_U3142: 713.727 picoseconds
NAND-P1_U3143: 765.741 picoseconds
NAND-P1_U3144: 740.023 picoseconds
NAND-P1_U3145: 713.048 picoseconds
NAND-P1_U3146: 748.528 picoseconds
NAND-P1_U3147: 762.896 picoseconds
NAND-P1_U3148: 795.553 picoseconds
NAND-P1_U3149: 893.526 picoseconds
NAND-P1_U3150: 949.915 picoseconds
NAND-P1_U3151: 1796.31 picoseconds
NAND-P1_U3152: 2220.17 picoseconds
NAND-P1_U3153: 529.334 picoseconds
NAND-P1_U3154: 541.325 picoseconds
NAND-P1_U3155: 596.563 picoseconds
NAND-P1_U3156: 603.31 picoseconds
NAND-P1_U3157: 702.019 picoseconds
NAND-P1_U3158: 638.192 picoseconds
NAND-P1_U3159: 675.327 picoseconds
NAND-P1_U3160: 602.557 picoseconds
NAND-P1_U3161: 655.762 picoseconds
NAND-P1_U3162: 723.649 picoseconds
NAND-P1_U3163: 780.338 picoseconds
NAND-P1_U3164: 712.179 picoseconds
NAND-P1_U3165: 715.332 picoseconds
NAND-P1_U3166: 781.897 picoseconds
NAND-P1_U3167: 748.048 picoseconds
NAND-P1_U3168: 624.031 picoseconds
NAND-P1_U3169: 637.168 picoseconds
NAND-P1_U3170: 697.412 picoseconds
NAND-P1_U3171: 708.129 picoseconds
NAND-P1_U3172: 671.074 picoseconds
